ExpenseID,Date,Month,Year,Month-Year,CategoryID,CategoryName,CategoryType,ItemName,UnitPrice,Quantity,TotalAmount,NationalCPIValue
9957,2024-07-26,July,2024,Jul-2024,3,Rent,Essential,Monthly Rent Payment,1676.52,1,1676.52,314.21
9958,2025-03-12,March,2025,Mar-2025,5,Electronics,Discretionary,Headphones,225.03,1,225.03,320.09
9959,2023-08-22,August,2023,Aug-2023,2,Utilities,Essential,Electric Bill,119.68,1,119.68,305.71
9960,2026-03-04,March,2026,Mar-2026,1,Groceries,Essential,Eggs 12pk,6.56,5,32.8,329.47
9961,2025-06-22,June,2025,Jun-2025,2,Utilities,Essential,Internet Fiber,121.98,1,121.98,322.74
9962,2023-10-21,October,2023,Oct-2023,1,Groceries,Essential,Whole Milk,5.55,4,22.2,307.2
9963,2025-08-21,August,2025,Aug-2025,4,Dining Out,Discretionary,Sushi Lunch,38,2,76,324.32
9964,2025-04-30,April,2025,Apr-2025,3,Rent,Essential,Monthly Rent Payment,1927.67,1,1927.67,321.36
9965,2023-05-30,May,2023,May-2023,5,Electronics,Discretionary,Headphones,271.03,1,271.03,303.64
9966,2025-08-03,August,2025,Aug-2025,2,Utilities,Essential,Water Bill,115.02,1,115.02,323.84
9967,2025-08-20,August,2025,Aug-2025,4,Dining Out,Discretionary,Coffee Shop,40.7,1,40.7,324.29
9968,2025-11-01,November,2025,Nov-2025,5,Electronics,Discretionary,Headphones,235.92,1,235.92,326.21
9969,2024-02-26,February,2024,Feb-2024,2,Utilities,Essential,Water Bill,121.03,1,121.03,310.4
9970,2023-09-18,September,2023,Sep-2023,4,Dining Out,Discretionary,Pizza Night,33.34,5,166.7,306.38
9971,2024-08-21,August,2024,Aug-2024,3,Rent,Essential,Monthly Rent Payment,1841.47,1,1841.47,314.88
9972,2024-02-22,February,2024,Feb-2024,5,Electronics,Discretionary,Headphones,251.44,1,251.44,310.3
9973,2024-01-09,January,2024,Jan-2024,2,Utilities,Essential,Internet Fiber,119.07,1,119.07,309.19
9974,2025-12-19,December,2025,Dec-2025,3,Rent,Essential,Monthly Rent Payment,1700.12,1,1700.12,327.48
9975,2023-10-05,October,2023,Oct-2023,2,Utilities,Essential,Water Bill,104.37,1,104.37,306.8
9976,2025-10-26,October,2025,Oct-2025,4,Dining Out,Discretionary,Pizza Night,38.16,2,76.32,326.05
9977,2023-10-02,October,2023,Oct-2023,3,Rent,Essential,Monthly Rent Payment,1778.4,1,1778.4,306.73
9978,2024-06-15,June,2024,Jun-2024,4,Dining Out,Discretionary,Pizza Night,35.97,2,71.94,313.17
9979,2023-07-13,July,2023,Jul-2023,2,Utilities,Essential,Electric Bill,105.43,1,105.43,304.72
9980,2025-01-13,January,2025,Jan-2025,1,Groceries,Essential,Avocados,5.59,4,22.36,318.59
9981,2023-04-08,April,2023,Apr-2023,5,Electronics,Discretionary,Smartphone,269.17,1,269.17,302.36
9982,2025-12-10,December,2025,Dec-2025,3,Rent,Essential,Monthly Rent Payment,1876.71,1,1876.71,327.24
9983,2026-05-12,May,2026,May-2026,2,Utilities,Essential,Electric Bill,121.27,1,121.27,331.32
9984,2024-06-23,June,2024,Jun-2024,1,Groceries,Essential,Sourdough,5.12,4,20.48,313.38
9985,2025-07-02,July,2025,Jul-2025,1,Groceries,Essential,Chicken Breast,6.57,2,13.14,323.01
9986,2023-05-01,May,2023,May-2023,4,Dining Out,Discretionary,Pizza Night,33.74,3,101.22,302.93
9987,2024-05-13,May,2024,May-2024,1,Groceries,Essential,Sourdough,5.11,4,20.44,312.34
9988,2023-12-31,December,2023,Dec-2023,1,Groceries,Essential,Eggs 12pk,5.49,1,5.49,308.97
9989,2024-06-30,June,2024,Jun-2024,2,Utilities,Essential,Electric Bill,123.7,1,123.7,313.55
9990,2023-04-25,April,2023,Apr-2023,3,Rent,Essential,Monthly Rent Payment,1656.02,1,1656.02,302.78
9991,2025-09-17,September,2025,Sep-2025,2,Utilities,Essential,Internet Fiber,123.6,1,123.6,325.02
9992,2024-12-09,December,2024,Dec-2024,5,Electronics,Discretionary,Gaming Console,233.84,1,233.84,317.69
9993,2024-09-27,September,2024,Sep-2024,3,Rent,Essential,Monthly Rent Payment,1578.28,1,1578.28,315.82
9994,2024-07-13,July,2024,Jul-2024,5,Electronics,Discretionary,Gaming Console,225.41,1,225.41,313.88
9995,2023-07-05,July,2023,Jul-2023,2,Utilities,Essential,Electric Bill,113.54,1,113.54,304.53
9996,2025-05-11,May,2025,May-2025,5,Electronics,Discretionary,Gaming Console,261.26,1,261.26,321.65
9997,2025-03-17,March,2025,Mar-2025,1,Groceries,Essential,Avocados,5.69,5,28.45,320.22
9998,2025-03-26,March,2025,Mar-2025,5,Electronics,Discretionary,Gaming Console,227.69,1,227.69,320.45
9999,2025-06-28,June,2025,Jun-2025,1,Groceries,Essential,Sourdough,5.81,4,23.24,322.9
10000,2023-09-13,September,2023,Sep-2023,4,Dining Out,Discretionary,Pizza Night,29.88,1,29.88,306.26
10001,2023-11-30,November,2023,Nov-2023,2,Utilities,Essential,Internet Fiber,108.47,1,108.47,308.19
10002,2025-12-17,December,2025,Dec-2025,1,Groceries,Essential,Whole Milk,5.7,2,11.4,327.43
10003,2024-02-28,February,2024,Feb-2024,3,Rent,Essential,Monthly Rent Payment,1817.73,1,1817.73,310.45
10004,2024-04-17,April,2024,Apr-2024,3,Rent,Essential,Monthly Rent Payment,1785.34,1,1785.34,311.68
10005,2025-01-08,January,2025,Jan-2025,5,Electronics,Discretionary,Gaming Console,239.99,1,239.99,318.46
10006,2025-11-23,November,2025,Nov-2025,1,Groceries,Essential,Eggs 12pk,6.09,3,18.27,326.79
10007,2024-11-20,November,2024,Nov-2024,2,Utilities,Essential,Water Bill,109.64,1,109.64,317.2
10008,2025-02-17,February,2025,Feb-2025,5,Electronics,Discretionary,Headphones,239.53,1,239.53,319.5
10009,2023-06-02,June,2023,Jun-2023,4,Dining Out,Discretionary,Cocktail Bar,29.62,5,148.1,303.71
10010,2024-08-07,August,2024,Aug-2024,4,Dining Out,Discretionary,Pizza Night,38.28,5,191.4,314.52
10011,2023-04-10,April,2023,Apr-2023,3,Rent,Essential,Monthly Rent Payment,1548.96,1,1548.96,302.41
10012,2023-12-31,December,2023,Dec-2023,3,Rent,Essential,Monthly Rent Payment,1547.15,1,1547.15,308.97
10013,2023-03-24,March,2023,Mar-2023,5,Electronics,Discretionary,Headphones,225.82,1,225.82,302
10014,2025-01-01,January,2025,Jan-2025,1,Groceries,Essential,Whole Milk,5.65,5,28.25,318.28
10015,2024-09-26,September,2024,Sep-2024,3,Rent,Essential,Monthly Rent Payment,1894.49,1,1894.49,315.79
10016,2024-12-24,December,2024,Dec-2024,4,Dining Out,Discretionary,Pizza Night,36.13,5,180.65,318.08
10017,2024-01-18,January,2024,Jan-2024,5,Electronics,Discretionary,Gaming Console,257.8,1,257.8,309.42
10018,2023-05-21,May,2023,May-2023,3,Rent,Essential,Monthly Rent Payment,1709.37,1,1709.37,303.42
10019,2025-07-15,July,2025,Jul-2025,3,Rent,Essential,Monthly Rent Payment,1908.95,1,1908.95,323.35
10020,2023-08-21,August,2023,Aug-2023,2,Utilities,Essential,Internet Fiber,102.23,1,102.23,305.69
10021,2023-11-11,November,2023,Nov-2023,5,Electronics,Discretionary,Smartphone,264.61,1,264.61,307.72
10022,2023-08-21,August,2023,Aug-2023,4,Dining Out,Discretionary,Cocktail Bar,33.05,2,66.1,305.69
10023,2026-02-19,February,2026,Feb-2026,4,Dining Out,Discretionary,Sushi Lunch,39.22,4,156.88,329.13
10024,2025-09-21,September,2025,Sep-2025,2,Utilities,Essential,Electric Bill,112.93,1,112.93,325.13
10025,2026-04-21,April,2026,Apr-2026,3,Rent,Essential,Monthly Rent Payment,1982.16,1,1982.16,330.76
10026,2024-06-19,June,2024,Jun-2024,4,Dining Out,Discretionary,Sushi Lunch,33.15,1,33.15,313.27
10027,2025-08-28,August,2025,Aug-2025,5,Electronics,Discretionary,Headphones,261.65,1,261.65,324.5
10028,2023-11-13,November,2023,Nov-2023,2,Utilities,Essential,Electric Bill,118.76,1,118.76,307.77
10029,2024-06-18,June,2024,Jun-2024,1,Groceries,Essential,Avocados,6.09,4,24.36,313.25
10030,2023-07-22,July,2023,Jul-2023,4,Dining Out,Discretionary,Cocktail Bar,34.96,5,174.8,304.94
10031,2025-05-07,May,2025,May-2025,3,Rent,Essential,Monthly Rent Payment,1770.62,1,1770.62,321.54
10032,2025-05-26,May,2025,May-2025,4,Dining Out,Discretionary,Sushi Lunch,36.06,2,72.12,322.04
10033,2023-06-05,June,2023,Jun-2023,4,Dining Out,Discretionary,Coffee Shop,28.9,2,57.8,303.79
10034,2025-04-18,April,2025,Apr-2025,3,Rent,Essential,Monthly Rent Payment,1767.31,1,1767.31,321.05
10035,2025-07-31,July,2025,Jul-2025,5,Electronics,Discretionary,Smartphone,222.01,1,222.01,323.76
10036,2024-01-18,January,2024,Jan-2024,3,Rent,Essential,Monthly Rent Payment,1741.83,1,1741.83,309.42
10037,2024-11-10,November,2024,Nov-2024,2,Utilities,Essential,Water Bill,114.34,1,114.34,316.95
10038,2026-03-28,March,2026,Mar-2026,5,Electronics,Discretionary,Gaming Console,248.09,1,248.09,330.11
10039,2026-01-17,January,2026,Jan-2026,2,Utilities,Essential,Internet Fiber,125,1,125,328.25
10040,2025-02-15,February,2025,Feb-2025,4,Dining Out,Discretionary,Sushi Lunch,39.56,5,197.8,319.44
10041,2025-11-11,November,2025,Nov-2025,2,Utilities,Essential,Water Bill,127.44,1,127.44,326.47
10042,2023-01-20,January,2023,Jan-2023,2,Utilities,Essential,Electric Bill,105.9,1,105.9,300.46
10043,2025-02-11,February,2025,Feb-2025,4,Dining Out,Discretionary,Coffee Shop,40.34,3,121.02,319.34
10044,2023-11-19,November,2023,Nov-2023,4,Dining Out,Discretionary,Cocktail Bar,31.19,4,124.76,307.92
10045,2023-08-23,August,2023,Aug-2023,1,Groceries,Essential,Eggs 12pk,4.93,2,9.86,305.74
10046,2024-01-04,January,2024,Jan-2024,3,Rent,Essential,Monthly Rent Payment,1798.18,1,1798.18,309.07
10047,2024-07-28,July,2024,Jul-2024,2,Utilities,Essential,Electric Bill,108.34,1,108.34,314.26
10048,2024-04-11,April,2024,Apr-2024,5,Electronics,Discretionary,Gaming Console,264,1,264,311.53
10049,2024-12-14,December,2024,Dec-2024,5,Electronics,Discretionary,Gaming Console,237.14,1,237.14,317.82
10050,2023-08-04,August,2023,Aug-2023,2,Utilities,Essential,Electric Bill,109.41,1,109.41,305.27
10051,2025-04-23,April,2025,Apr-2025,3,Rent,Essential,Monthly Rent Payment,1844.07,1,1844.07,321.18
10052,2024-12-20,December,2024,Dec-2024,1,Groceries,Essential,Whole Milk,6.1,1,6.1,317.97
10053,2023-04-11,April,2023,Apr-2023,5,Electronics,Discretionary,Headphones,227.15,1,227.15,302.44
10054,2026-02-01,February,2026,Feb-2026,5,Electronics,Discretionary,Headphones,221.91,1,221.91,328.65
10055,2025-05-30,May,2025,May-2025,3,Rent,Essential,Monthly Rent Payment,1819.67,1,1819.67,322.14
10056,2025-08-20,August,2025,Aug-2025,1,Groceries,Essential,Avocados,5.69,2,11.38,324.29
10057,2023-10-15,October,2023,Oct-2023,4,Dining Out,Discretionary,Sushi Lunch,34.04,1,34.04,307.05
10058,2024-07-24,July,2024,Jul-2024,3,Rent,Essential,Monthly Rent Payment,1728.01,1,1728.01,314.16
10059,2023-08-02,August,2023,Aug-2023,1,Groceries,Essential,Chicken Breast,5.54,5,27.7,305.22
10060,2023-09-27,September,2023,Sep-2023,3,Rent,Essential,Monthly Rent Payment,1603.82,1,1603.82,306.6
10061,2024-03-31,March,2024,Mar-2024,5,Electronics,Discretionary,Headphones,252.95,1,252.95,311.25
10062,2023-06-14,June,2023,Jun-2023,2,Utilities,Essential,Internet Fiber,112.75,1,112.75,304.01
10063,2024-04-21,April,2024,Apr-2024,3,Rent,Essential,Monthly Rent Payment,1690.09,1,1690.09,311.78
10064,2023-06-19,June,2023,Jun-2023,1,Groceries,Essential,Eggs 12pk,4.8,1,4.8,304.13
10065,2024-11-11,November,2024,Nov-2024,2,Utilities,Essential,Electric Bill,117.61,1,117.61,316.97
10066,2023-06-21,June,2023,Jun-2023,3,Rent,Essential,Monthly Rent Payment,1522.54,1,1522.54,304.18
10067,2024-04-10,April,2024,Apr-2024,3,Rent,Essential,Monthly Rent Payment,1820.47,1,1820.47,311.5
10068,2026-05-08,May,2026,May-2026,4,Dining Out,Discretionary,Coffee Shop,40.35,4,161.4,331.21
10069,2024-08-22,August,2024,Aug-2024,5,Electronics,Discretionary,Headphones,235.94,1,235.94,314.9
10070,2024-09-26,September,2024,Sep-2024,4,Dining Out,Discretionary,Pizza Night,36.95,5,184.75,315.79
10071,2025-07-22,July,2025,Jul-2025,2,Utilities,Essential,Internet Fiber,127.57,1,127.57,323.53
10072,2023-12-28,December,2023,Dec-2023,4,Dining Out,Discretionary,Sushi Lunch,34.52,3,103.56,308.89
10073,2025-04-29,April,2025,Apr-2025,4,Dining Out,Discretionary,Sushi Lunch,36.03,1,36.03,321.34
10074,2024-02-09,February,2024,Feb-2024,1,Groceries,Essential,Eggs 12pk,5.58,5,27.9,309.97
10075,2025-06-30,June,2025,Jun-2025,1,Groceries,Essential,Chicken Breast,6.55,1,6.55,322.95
10076,2024-04-11,April,2024,Apr-2024,3,Rent,Essential,Monthly Rent Payment,1855.4,1,1855.4,311.53
10077,2023-10-03,October,2023,Oct-2023,4,Dining Out,Discretionary,Pizza Night,34.22,3,102.66,306.75
10078,2025-06-06,June,2025,Jun-2025,2,Utilities,Essential,Water Bill,120.77,1,120.77,322.33
10079,2025-10-11,October,2025,Oct-2025,1,Groceries,Essential,Avocados,6.18,3,18.54,325.66
10080,2025-06-07,June,2025,Jun-2025,2,Utilities,Essential,Electric Bill,129,1,129,322.35
10081,2025-12-01,December,2025,Dec-2025,1,Groceries,Essential,Avocados,5.8,2,11.6,327
10082,2024-03-16,March,2024,Mar-2024,3,Rent,Essential,Monthly Rent Payment,1822.56,1,1822.56,310.87
10083,2023-05-23,May,2023,May-2023,2,Utilities,Essential,Water Bill,114.52,1,114.52,303.47
10084,2025-04-24,April,2025,Apr-2025,1,Groceries,Essential,Avocados,5.63,5,28.15,321.21
10085,2023-05-03,May,2023,May-2023,3,Rent,Essential,Monthly Rent Payment,1465.71,1,1465.71,302.98
10086,2025-03-06,March,2025,Mar-2025,1,Groceries,Essential,Sourdough,5.45,5,27.25,319.94
10087,2025-11-30,November,2025,Nov-2025,4,Dining Out,Discretionary,Sushi Lunch,40.77,4,163.08,326.98
10088,2024-03-26,March,2024,Mar-2024,3,Rent,Essential,Monthly Rent Payment,1703.73,1,1703.73,311.13
10089,2024-02-07,February,2024,Feb-2024,3,Rent,Essential,Monthly Rent Payment,1654.48,1,1654.48,309.92
10090,2026-03-24,March,2026,Mar-2026,1,Groceries,Essential,Whole Milk,6.71,1,6.71,330.01
10091,2023-11-07,November,2023,Nov-2023,4,Dining Out,Discretionary,Sushi Lunch,34.17,5,170.85,307.62
10092,2026-05-11,May,2026,May-2026,3,Rent,Essential,Monthly Rent Payment,1915.32,1,1915.32,331.29
10093,2023-02-20,February,2023,Feb-2023,4,Dining Out,Discretionary,Pizza Night,30.28,2,60.56,301.22
10094,2024-12-13,December,2024,Dec-2024,1,Groceries,Essential,Sourdough,5.23,1,5.23,317.79
10095,2023-02-03,February,2023,Feb-2023,5,Electronics,Discretionary,Gaming Console,267.76,1,267.76,300.8
10096,2023-11-21,November,2023,Nov-2023,2,Utilities,Essential,Electric Bill,113.62,1,113.62,307.97
10097,2023-10-23,October,2023,Oct-2023,2,Utilities,Essential,Electric Bill,120.26,1,120.26,307.25
10098,2024-12-21,December,2024,Dec-2024,4,Dining Out,Discretionary,Sushi Lunch,40.6,5,203,318
10099,2025-06-18,June,2025,Jun-2025,3,Rent,Essential,Monthly Rent Payment,1660.39,1,1660.39,322.64
10100,2024-12-12,December,2024,Dec-2024,3,Rent,Essential,Monthly Rent Payment,1837.58,1,1837.58,317.77
10101,2023-06-22,June,2023,Jun-2023,4,Dining Out,Discretionary,Coffee Shop,30.99,5,154.95,304.21
10102,2023-06-23,June,2023,Jun-2023,5,Electronics,Discretionary,Headphones,244.96,1,244.96,304.23
10103,2023-05-26,May,2023,May-2023,5,Electronics,Discretionary,Headphones,238.38,1,238.38,303.54
10104,2024-06-13,June,2024,Jun-2024,2,Utilities,Essential,Water Bill,117.29,1,117.29,313.12
10105,2023-01-25,January,2023,Jan-2023,5,Electronics,Discretionary,Gaming Console,235.34,1,235.34,300.58
10106,2024-10-05,October,2024,Oct-2024,1,Groceries,Essential,Sourdough,5.18,5,25.9,316.02
10107,2025-02-20,February,2025,Feb-2025,2,Utilities,Essential,Water Bill,123.37,1,123.37,319.57
10108,2024-10-29,October,2024,Oct-2024,4,Dining Out,Discretionary,Coffee Shop,38.22,3,114.66,316.64
10109,2024-01-14,January,2024,Jan-2024,3,Rent,Essential,Monthly Rent Payment,1661.74,1,1661.74,309.32
10110,2025-03-15,March,2025,Mar-2025,2,Utilities,Essential,Electric Bill,126.67,1,126.67,320.17
10111,2025-03-18,March,2025,Mar-2025,1,Groceries,Essential,Avocados,5.76,1,5.76,320.25
10112,2025-09-14,September,2025,Sep-2025,2,Utilities,Essential,Internet Fiber,132.73,1,132.73,324.95
10113,2025-09-23,September,2025,Sep-2025,4,Dining Out,Discretionary,Pizza Night,37.52,1,37.52,325.18
10114,2023-06-28,June,2023,Jun-2023,4,Dining Out,Discretionary,Coffee Shop,33.61,1,33.61,304.35
10115,2024-03-05,March,2024,Mar-2024,4,Dining Out,Discretionary,Cocktail Bar,35.11,4,140.44,310.6
10116,2025-12-02,December,2025,Dec-2025,5,Electronics,Discretionary,Headphones,243.92,1,243.92,327.03
10117,2025-07-06,July,2025,Jul-2025,2,Utilities,Essential,Water Bill,127.44,1,127.44,323.11
10118,2025-09-14,September,2025,Sep-2025,3,Rent,Essential,Monthly Rent Payment,1705.76,1,1705.76,324.95
10119,2024-06-08,June,2024,Jun-2024,3,Rent,Essential,Monthly Rent Payment,1588.3,1,1588.3,313
10120,2024-04-18,April,2024,Apr-2024,1,Groceries,Essential,Whole Milk,5.69,4,22.76,311.71
10121,2023-02-06,February,2023,Feb-2023,2,Utilities,Essential,Internet Fiber,102.02,1,102.02,300.88
10122,2025-04-05,April,2025,Apr-2025,3,Rent,Essential,Monthly Rent Payment,1819.71,1,1819.71,320.71
10123,2025-04-27,April,2025,Apr-2025,4,Dining Out,Discretionary,Coffee Shop,36.86,3,110.58,321.28
10124,2025-08-07,August,2025,Aug-2025,4,Dining Out,Discretionary,Pizza Night,41.51,5,207.55,323.95
10125,2024-09-22,September,2024,Sep-2024,2,Utilities,Essential,Internet Fiber,123,1,123,315.69
10126,2023-01-02,January,2023,Jan-2023,1,Groceries,Essential,Eggs 12pk,4.88,1,4.88,300.02
10127,2023-06-22,June,2023,Jun-2023,2,Utilities,Essential,Water Bill,103.12,1,103.12,304.21
10128,2025-04-22,April,2025,Apr-2025,5,Electronics,Discretionary,Smartphone,220.39,1,220.39,321.15
10129,2023-10-08,October,2023,Oct-2023,2,Utilities,Essential,Internet Fiber,116.61,1,116.61,306.88
10130,2023-03-14,March,2023,Mar-2023,3,Rent,Essential,Monthly Rent Payment,1747.86,1,1747.86,301.75
10131,2026-03-27,March,2026,Mar-2026,4,Dining Out,Discretionary,Cocktail Bar,39.54,2,79.08,330.09
10132,2026-04-08,April,2026,Apr-2026,3,Rent,Essential,Monthly Rent Payment,1923.81,1,1923.81,330.41
10133,2024-01-24,January,2024,Jan-2024,4,Dining Out,Discretionary,Cocktail Bar,35.84,3,107.52,309.57
10134,2024-10-18,October,2024,Oct-2024,2,Utilities,Essential,Electric Bill,113.45,1,113.45,316.36
10135,2026-04-17,April,2026,Apr-2026,4,Dining Out,Discretionary,Cocktail Bar,45.32,3,135.96,330.65
10136,2024-01-23,January,2024,Jan-2024,3,Rent,Essential,Monthly Rent Payment,1788.6,1,1788.6,309.54
10137,2023-03-23,March,2023,Mar-2023,2,Utilities,Essential,Electric Bill,100.67,1,100.67,301.97
10138,2024-05-01,May,2024,May-2024,2,Utilities,Essential,Electric Bill,120.92,1,120.92,312.03
10139,2023-07-19,July,2023,Jul-2023,4,Dining Out,Discretionary,Pizza Night,29.63,1,29.63,304.87
10140,2024-06-08,June,2024,Jun-2024,4,Dining Out,Discretionary,Cocktail Bar,37.39,5,186.95,313
10141,2023-06-09,June,2023,Jun-2023,4,Dining Out,Discretionary,Coffee Shop,34.32,2,68.64,303.89
10142,2023-11-06,November,2023,Nov-2023,5,Electronics,Discretionary,Headphones,236.05,1,236.05,307.6
10143,2025-06-30,June,2025,Jun-2025,5,Electronics,Discretionary,Headphones,250.36,1,250.36,322.95
10144,2023-07-12,July,2023,Jul-2023,3,Rent,Essential,Monthly Rent Payment,1516.83,1,1516.83,304.7
10145,2024-12-20,December,2024,Dec-2024,4,Dining Out,Discretionary,Cocktail Bar,37.72,5,188.6,317.97
10146,2024-02-29,February,2024,Feb-2024,2,Utilities,Essential,Water Bill,122.34,1,122.34,310.47
10147,2026-04-04,April,2026,Apr-2026,3,Rent,Essential,Monthly Rent Payment,2042.88,1,2042.88,330.3
10148,2024-03-14,March,2024,Mar-2024,4,Dining Out,Discretionary,Sushi Lunch,35.87,5,179.35,310.82
10149,2025-12-25,December,2025,Dec-2025,3,Rent,Essential,Monthly Rent Payment,1725.98,1,1725.98,327.64
10150,2023-03-11,March,2023,Mar-2023,5,Electronics,Discretionary,Gaming Console,267.5,1,267.5,301.68
10151,2025-06-30,June,2025,Jun-2025,4,Dining Out,Discretionary,Sushi Lunch,40.79,5,203.95,322.95
10152,2025-10-11,October,2025,Oct-2025,4,Dining Out,Discretionary,Sushi Lunch,37.37,1,37.37,325.66
10153,2025-02-02,February,2025,Feb-2025,4,Dining Out,Discretionary,Sushi Lunch,39.82,4,159.28,319.11
10154,2025-08-17,August,2025,Aug-2025,1,Groceries,Essential,Chicken Breast,6.13,1,6.13,324.21
10155,2023-10-10,October,2023,Oct-2023,1,Groceries,Essential,Whole Milk,5.6,5,28,306.93
10156,2025-08-28,August,2025,Aug-2025,3,Rent,Essential,Monthly Rent Payment,1794.5,1,1794.5,324.5
10157,2025-09-25,September,2025,Sep-2025,5,Electronics,Discretionary,Smartphone,250.17,1,250.17,325.24
10158,2025-11-26,November,2025,Nov-2025,4,Dining Out,Discretionary,Sushi Lunch,42.63,4,170.52,326.87
10159,2024-01-21,January,2024,Jan-2024,4,Dining Out,Discretionary,Cocktail Bar,35.88,4,143.52,309.49
10160,2025-12-23,December,2025,Dec-2025,1,Groceries,Essential,Avocados,6.43,5,32.15,327.59
10161,2023-05-23,May,2023,May-2023,2,Utilities,Essential,Water Bill,115.73,1,115.73,303.47
10162,2025-12-31,December,2025,Dec-2025,3,Rent,Essential,Monthly Rent Payment,2037.18,1,2037.18,327.8
10163,2026-04-13,April,2026,Apr-2026,1,Groceries,Essential,Avocados,6.48,5,32.4,330.54
10164,2025-07-05,July,2025,Jul-2025,5,Electronics,Discretionary,Headphones,247.45,1,247.45,323.08
10165,2025-10-14,October,2025,Oct-2025,1,Groceries,Essential,Avocados,6.28,3,18.84,325.74
10166,2023-04-25,April,2023,Apr-2023,3,Rent,Essential,Monthly Rent Payment,1614.05,1,1614.05,302.78
10167,2023-05-08,May,2023,May-2023,3,Rent,Essential,Monthly Rent Payment,1682.55,1,1682.55,303.1
10168,2023-08-26,August,2023,Aug-2023,5,Electronics,Discretionary,Gaming Console,228.48,1,228.48,305.81
10169,2026-04-23,April,2026,Apr-2026,3,Rent,Essential,Monthly Rent Payment,1699.71,1,1699.71,330.81
10170,2023-09-04,September,2023,Sep-2023,2,Utilities,Essential,Water Bill,110.89,1,110.89,306.03
10171,2025-12-16,December,2025,Dec-2025,1,Groceries,Essential,Sourdough,5.88,3,17.64,327.4
10172,2024-06-26,June,2024,Jun-2024,4,Dining Out,Discretionary,Sushi Lunch,32.47,3,97.41,313.45
10173,2026-05-19,May,2026,May-2026,5,Electronics,Discretionary,Headphones,260.2,1,260.2,331.51
10174,2025-05-17,May,2025,May-2025,2,Utilities,Essential,Electric Bill,113.89,1,113.89,321.81
10175,2025-03-04,March,2025,Mar-2025,1,Groceries,Essential,Whole Milk,6.07,3,18.21,319.88
10176,2023-07-29,July,2023,Jul-2023,1,Groceries,Essential,Eggs 12pk,5.23,5,26.15,305.12
10177,2024-03-02,March,2024,Mar-2024,4,Dining Out,Discretionary,Sushi Lunch,36.17,3,108.51,310.52
10178,2024-07-02,July,2024,Jul-2024,2,Utilities,Essential,Water Bill,110.98,1,110.98,313.6
10179,2024-12-08,December,2024,Dec-2024,1,Groceries,Essential,Sourdough,5.87,3,17.61,317.67
10180,2025-04-18,April,2025,Apr-2025,4,Dining Out,Discretionary,Sushi Lunch,36,4,144,321.05
10181,2024-10-10,October,2024,Oct-2024,4,Dining Out,Discretionary,Sushi Lunch,35.31,2,70.62,316.15
10182,2026-01-17,January,2026,Jan-2026,4,Dining Out,Discretionary,Cocktail Bar,45.54,5,227.7,328.25
10183,2025-03-09,March,2025,Mar-2025,4,Dining Out,Discretionary,Cocktail Bar,41.98,4,167.92,320.01
10184,2025-09-24,September,2025,Sep-2025,1,Groceries,Essential,Sourdough,6.6,1,6.6,325.21
10185,2024-01-14,January,2024,Jan-2024,5,Electronics,Discretionary,Headphones,261.88,1,261.88,309.32
10186,2023-12-03,December,2023,Dec-2023,5,Electronics,Discretionary,Headphones,236.27,1,236.27,308.27
10187,2025-02-11,February,2025,Feb-2025,2,Utilities,Essential,Electric Bill,115.6,1,115.6,319.34
10188,2024-08-06,August,2024,Aug-2024,2,Utilities,Essential,Electric Bill,114.79,1,114.79,314.49
10189,2024-07-23,July,2024,Jul-2024,5,Electronics,Discretionary,Headphones,221.54,1,221.54,314.14
10190,2023-04-26,April,2023,Apr-2023,3,Rent,Essential,Monthly Rent Payment,1568.47,1,1568.47,302.81
10191,2024-12-04,December,2024,Dec-2024,5,Electronics,Discretionary,Gaming Console,239.13,1,239.13,317.56
10192,2025-08-02,August,2025,Aug-2025,1,Groceries,Essential,Chicken Breast,6.18,1,6.18,323.82
10193,2025-06-19,June,2025,Jun-2025,4,Dining Out,Discretionary,Coffee Shop,41.44,3,124.32,322.67
10194,2024-08-09,August,2024,Aug-2024,4,Dining Out,Discretionary,Sushi Lunch,36.11,3,108.33,314.57
10195,2025-10-09,October,2025,Oct-2025,5,Electronics,Discretionary,Smartphone,238.84,1,238.84,325.6
10196,2024-07-16,July,2024,Jul-2024,1,Groceries,Essential,Sourdough,5.69,1,5.69,313.96
10197,2024-03-28,March,2024,Mar-2024,1,Groceries,Essential,Chicken Breast,5.42,2,10.84,311.18
10198,2023-03-27,March,2023,Mar-2023,2,Utilities,Essential,Electric Bill,102.83,1,102.83,302.07
10199,2026-05-11,May,2026,May-2026,3,Rent,Essential,Monthly Rent Payment,1752.46,1,1752.46,331.29
10200,2024-12-09,December,2024,Dec-2024,5,Electronics,Discretionary,Smartphone,220.93,1,220.93,317.69
10201,2024-04-12,April,2024,Apr-2024,3,Rent,Essential,Monthly Rent Payment,1844.98,1,1844.98,311.55
10202,2024-01-11,January,2024,Jan-2024,1,Groceries,Essential,Sourdough,5.23,1,5.23,309.24
10203,2025-03-17,March,2025,Mar-2025,1,Groceries,Essential,Chicken Breast,6.48,4,25.92,320.22
10204,2023-06-29,June,2023,Jun-2023,4,Dining Out,Discretionary,Sushi Lunch,34.14,4,136.56,304.38
10205,2023-03-26,March,2023,Mar-2023,5,Electronics,Discretionary,Headphones,240.89,1,240.89,302.05
